DeRidder Mill Waste Plant LA USA,United States of America,Please Select,30.8619,-93.375,61.5,Please Select,Please Select,"Beauregard County, LA, USA",Please Select,1969-10-00,Boise Cascade Corp,100,,,,,,
Deer Island Treatment Plant Waste Plant MA USA,United States of America,Please Select,42.3313,-71.0766,83.5,Please Select,Please Select,"Suffolk County, MA, USA",Please Select,1995-08-00,Massachusetts Water Resource Authority,100,,,,,,
Deercroft Gas Recovery Waste Plant IN USA,United States of America,Please Select,41.5497,-86.7453,3.2,Please Select,Please Select,"La Porte County, IN, USA",Please Select,1999-08-00,Wabash Valley Power Assn. Inc,100,,,,,,
Delano Energy Waste Plant CA USA,United States of America,Please Select,35.7227,-119.2288,57,Please Select,Please Select,"Kern County, CA, USA",Please Select,1990-06-00,AES NUGs,100,,,,,,
Delaware City Plant Waste Plant DE USA,United States of America,Please Select,39.585,-75.6361,416,Please Select,Please Select,"New Castle County, DE, USA",Please Select,2000-05-00,Valero Refining Co,100,,,,,,
Des Moines Wastewater Reclamation Fac Waste Plant IA USA,United States of America,Please Select,41.6843,-93.5779,1.8,Please Select,Please Select,"Polk County, IA, USA",Please Select,1991-07-00,Des Moines Metro WRF,100,,,,,,
Devonshire Power Partners LLC Waste Plant IL USA,United States of America,Please Select,41.8431,-87.822,5.5,Please Select,Please Select,"Cook County, IL, USA",Please Select,1997-12-00,Illinois Electricial Gen Partn,100,,,,,,
Diamond Walnut Waste Plant CA USA,United States of America,Please Select,37.9336,-121.2604,4.5,Please Select,Please Select,"San Joaquin County, CA, USA",Please Select,,Diamond Walnut Growers Inc,100,,,,,,
Dillard Complex Waste Plant OR USA,United States of America,Please Select,43.0878,-123.4157,51.5,Please Select,Please Select,"Douglas County, OR, USA",Please Select,1955-01-00,Roseburg Forest Products Co,100,,,,,,
Dixon/Lee Energy Partners LLC Waste Plant IL USA,United States of America,Please Select,41.7481,-89.3045,4.4,Please Select,Please Select,"Lee County, IL, USA",Please Select,1999-06-00,Illinois Electricial Gen Partn,100,,,,,,
Domtar - Woodland Mill Waste Plant ME USA,United States of America,Please Select,45.1575,-67.3342,66.8,Please Select,Please Select,"Washington County, ME, USA",Please Select,1912-06-00,Domtar Inc,100,,,,,,
Dunbarton Energy Partners LP Waste Plant NH USA,United States of America,Please Select,42.9134,-71.7141,1.4,Please Select,Please Select,"Hillsborough County, NH, USA",Please Select,1988-08-00,Dunbarton Energy Partners LP,100,,,,,,
Dutchess County Resource Recovery Agency Waste Plant NY USA,United States of America,Please Select,41.647,-73.939,9.2,Please Select,Please Select,"Dutchess County, NY, USA",Please Select,1987-11-00,Montenay Power Corp,100,,,,,,
EKS Landfill Waste Plant MN USA,United States of America,Please Select,44.6752,-93.0677,4.1,Please Select,Please Select,"Dakota County, MN, USA",Please Select,1994-05-00,Algonquin Power,100,,,,,,
EQ Waste Energy Services Waste Plant MI USA,United States of America,Please Select,42.2878,-83.2903,1.4,Please Select,Please Select,"Wayne County, MI, USA",Please Select,1986-06-00,EQ-Waste Energy Services Inc,100,,,,,,
East Bridgewater Waste Plant MA USA,United States of America,Please Select,41.9477,-70.8113,6,Please Select,Please Select,"Plymouth County, MA, USA",Please Select,1997-02-00,Gas Recovery Systems,100,,,,,,
East Millinocket Mill Waste Plant ME USA,United States of America,Please Select,45.657,-68.6809,61.4,Please Select,Please Select,"Penobscot County, ME, USA",Please Select,1954-07-00,Brookfield Power USA,100,,,,,,
Eastern Correctional Institute Waste Plant MD USA,United States of America,Please Select,38.1223,-75.7446,5.8,Please Select,Please Select,"Somerset County, MD, USA",Please Select,1987-08-00,Maryland Environmental Service,100,,,,,,
Elk Basin Gasoline Plant Waste Plant WY USA,United States of America,Please Select,44.5205,-109.5915,2.5,Please Select,Please Select,"Park County, WY, USA",Please Select,1948-01-00,Exxon Mobil,36,,,,,,
Elk City Station Waste Plant NE USA,United States of America,Please Select,41.2949,-96.1596,3.2,Please Select,Please Select,"Douglas County, NE, USA",Please Select,2002-04-00,Omaha Public Power District,100,,,,,,
Elk River Waste Plant MN USA,United States of America,Please Select,45.2961,-93.5586,38.8,Please Select,Please Select,"Sherburne County, MN, USA",Please Select,1951-00-00,Great River Energy,100,,,,,,
Enderlin Waste Plant ND USA,United States of America,Please Select,46.6272,-97.6203,9.8,Please Select,Please Select,"Ransom County, ND, USA",Please Select,1983-08-00,Archer Daniels Midland Co,100,,,,,,
Engineered Carbons Borger Cogen Waste Plant TX USA,United States of America,Please Select,35.6522,-101.4328,20,Please Select,Please Select,"Hutchinson County, TX, USA",Please Select,1982-10-00,Degussa Engineered Carbon LP,100,,,,,,
Engineered Carbons Echo Cogeneration Waste Plant TX USA,United States of America,Please Select,30.1273,-93.8975,10,Please Select,Please Select,"Orange County, TX, USA",Please Select,1985-05-00,Degussa Engineered Carbon LP,100,,,,,,
Everett Cogen Waste Plant WA USA,United States of America,Please Select,47.9806,-122.1972,42,Please Select,Please Select,"Snohomish County, WA, USA",Please Select,1996-01-00,Snohomish County PUD No 1,100,,,,,,
Exeter Energy Project LP Waste Plant CT USA,United States of America,Please Select,41.7097,-71.8222,31.3,Please Select,Please Select,"Windham County, CT, USA",Please Select,1991-06-00,CMS Generation,49,,,,,,
Expander Turbine Waste Plant IN USA,United States of America,Please Select,41.4216,-87.3911,15,Please Select,Please Select,"Lake County, IN, USA",Please Select,1981-05-00,Mittal USA,100,,,,,,
ExxonMobil Oil Joliet Refinery Waste Plant IL USA,United States of America,Please Select,41.4167,-88.1833,39.6,Please Select,Please Select,"Will County, IL, USA",Please Select,1987-11-00,Exxon Mobil,100,,,,,,
Fairfield Works Waste Plant AL USA,United States of America,Please Select,33.4833,-86.9261,82,Please Select,Please Select,"Jefferson County, AL, USA",Please Select,1928-01-00,United States Steel Corporation,100,,,,,,
Fairhaven Power Waste Plant CA USA,United States of America,Please Select,40.7993,-124.2091,18.8,Please Select,Please Select,"Humboldt County, CA, USA",Please Select,1986-09-00,DG Fairhaven Power LLC,100,,,,,,
Fairless Hills Waste Plant PA USA,United States of America,Please Select,40.1431,-74.7528,60,Please Select,Please Select,"Bucks County, PA, USA",Please Select,1996-12-00,Exelon Energy,100,,,,,,
Fall River Electric Waste Plant MA USA,United States of America,Please Select,41.7988,-71.1154,7.3,Please Select,Please Select,"Bristol County, MA, USA",Please Select,2000-07-00,Gas Recovery Systems,100,,,,,,
Finch Pruyn Waste Plant NY USA,United States of America,Please Select,43.3167,-73.65,40.8,Please Select,Please Select,"Warren County, NY, USA",Please Select,1944-01-00,Finch Pruyn & Co Inc,100,,,,,,
Flint River Operations Waste Plant GA USA,United States of America,Please Select,32.2533,-84.0531,42,Please Select,Please Select,"Macon County, GA, USA",Please Select,1980-12-00,Weyerhaeuser Co,100,,,,,,
Four Hills Nashua Landfill Waste Plant NH USA,United States of America,Please Select,42.9134,-71.7141,3,Please Select,Please Select,"Hillsborough County, NH, USA",Please Select,1996-04-00,Fortistar LLC,100,,,,,,
Fourche Creek Wastewater Waste Plant AR USA,United States of America,Please Select,34.7748,-92.3081,1.5,Please Select,Please Select,"Pulaski County, AR, USA",Please Select,1983-07-00,Little Rock Wastewater Utility,100,,,,,,
Fox Valley Energy Center Waste Plant WI USA,United States of America,Please Select,44.0707,-88.6426,6.5,Please Select,Please Select,"Winnebago County, WI, USA",Please Select,1999-09-00,Thermagen Power Group LLC,100,,,,,,
French Island Waste Plant WI USA,United States of America,Please Select,43.91,-91.12,188.9,Please Select,Please Select,"La Crosse County, WI, USA",Please Select,1940-00-00,Northern States Power Co - WI,100,,,,,,
Gary Works Waste Plant IN USA,United States of America,Please Select,41.6133,-87.3281,161,Please Select,Please Select,"Lake County, IN, USA",Please Select,1997-04-00,Primary Energy Ventures,100,,,,,,
Gas Utilization Facility Waste Plant CA USA,United States of America,Please Select,33.0362,-116.7356,6.1,Please Select,Please Select,"San Diego County, CA, USA",Please Select,1985-06-00,San Diego City of,100,,,,,,
Gay Robinson Waste Plant HI USA,United States of America,Please Select,21.9461,-159.3755,6,Please Select,Please Select,"Kauai County, HI, USA",Please Select,1972-11-00,Gay & Robinson Inc,100,,,,,,
Gaylord Container Bogalusa Waste Plant LA USA,United States of America,Please Select,30.7811,-89.8575,99.5,Please Select,Please Select,"Washington County, LA, USA",Please Select,1999-04-00,Temple-Inland Inc,100,,,,,,
Genesee Power Station LP Waste Plant MI USA,United States of America,Operating Fully,43.08,-83.6779,39.5,Sub-critical Steam Turbine,Intermediate Load,"Genesee County, MI, USA",Regional Grid,1995-12-00,CMS Generation,1,,,,,,
Georgia Pacific Crossett Waste Plant AR USA,United States of America,Please Select,33.1447,-91.9714,92,Please Select,Please Select,"Ashley County, AR, USA",Please Select,1962-05-00,Georgia Pacific,100,,,,,,
Georgia Pacific Monticello Paper Waste Plant MS USA,United States of America,Please Select,31.6283,-90.0806,50,Please Select,Please Select,"Lawrence County, MS, USA",Please Select,1968-06-00,Georgia Pacific,100,,,,,,
Georgia Pacific Old Town Division Waste Plant ME USA,United States of America,Please Select,44.9175,-68.6353,44.5,Please Select,Please Select,"Penobscot County, ME, USA",Please Select,1956-07-00,Red Shield Environmental LLC,100,,,,,,
Georgia Pacific Port Hudson Waste Plant LA USA,United States of America,Please Select,30.6547,-91.28,67.7,Please Select,Please Select,"East Baton Rouge County, LA, USA",Please Select,1986-06-00,Georgia Pacific,100,,,,,,
Gilman Mill Waste Plant VT USA,United States of America,Please Select,44.7259,-71.7393,8.8,Please Select,Please Select,"Essex County, VT, USA",Please Select,1986-03-00,Dalton Hydro Co LLC,100,,,,,,
Girvin Landfill Waste Plant FL USA,United States of America,Please Select,30.3299,-81.6753,3,Please Select,Please Select,"Duval County, FL, USA",Please Select,1997-07-00,JEA,100,,,,,,
Grand Blanc Generating Station Waste Plant MI USA,United States of America,Please Select,43.0257,-83.7082,4,Please Select,Please Select,"Genesee County, MI, USA",Please Select,1994-07-00,Granger Electric Co,100,,,,,,
Granger Electric Generating Station #1 Waste Plant MI USA,United States of America,Please Select,42.9494,-84.6036,3.2,Please Select,Please Select,"Clinton County, MI, USA",Please Select,1993-01-00,Granger Electric Co,100,,,,,,
Granger Electric Generating Station #2 Waste Plant MI USA,United States of America,Please Select,42.9494,-84.6036,4,Please Select,Please Select,"Clinton County, MI, USA",Please Select,1991-04-00,Granger Electric Co,100,,,,,,
Grayling Generating Station Waste Plant MI USA,United States of America,Please Select,44.592,-84.7071,38,Please Select,Please Select,"Crawford County, MI, USA",Please Select,1992-05-00,CMS Generation,1,,,,,,
Greater Detroit Resource Recovery Waste Plant MI USA,United States of America,Please Select,42.3714,-83.0379,68.4,Please Select,Please Select,"Wayne County, MI, USA",Please Select,1988-12-00,PMCC Leasing Corp,100,,,,,,
Green Knight Energy Center Waste Plant PA USA,United States of America,Please Select,40.7548,-75.3138,9.9,Please Select,Please Select,"Northampton County, PA, USA",Please Select,2001-02-00,Green Knight Economic Development Corpor,100,,,,,,
Green Valley LFGTE Waste Plant KY USA,United States of America,Please Select,38.5467,-82.9286,2.4,Please Select,Please Select,"Greenup County, KY, USA",Please Select,2003-09-00,East Kentucky Power Coop Inc,100,,,,,,
Greene Valley Gas Recovery Waste Plant IL USA,United States of America,Please Select,41.8555,-88.0921,9.9,Please Select,Please Select,"Du Page County, IL, USA",Please Select,1996-05-00,Bio-Energy Partners,100,,,,,,
Greenville Steam Waste Plant ME USA,United States of America,Please Select,45.4539,-69.61,15.6,Please Select,Please Select,"Piscataquis County, ME, USA",Please Select,1988-01-00,New Energy Capital Corp,100,,,,,,
Guadalupe Power Plant Waste Plant CA USA,United States of America,Please Select,37.2273,-121.6827,2.6,Please Select,Please Select,"Santa Clara County, CA, USA",Please Select,1983-10-00,Gas Recovery Systems,100,,,,,,
Gude Waste Plant MD USA,United States of America,Please Select,39.1348,-77.2007,2.8,Please Select,Please Select,"Montgomery County, MD, USA",Please Select,1985-12-00,Covanta Energy,100,,,,,,
H Power Waste Plant HI USA,United States of America,Please Select,21.4875,-157.9817,63.7,Please Select,Please Select,"Honolulu County, HI, USA",Please Select,1989-11-00,Covanta Energy,100,,,,,,
HL Power Waste Plant CA USA,United States of America,Please Select,40.3703,-120.2671,36.2,Please Select,Please Select,"Lassen County, CA, USA",Please Select,1989-07-00,AT&T Credit Corp,27.67,,,,,,
HMDC Kingsland Landfill Waste Plant NJ USA,United States of America,Please Select,40.9534,-74.0705,2.7,Please Select,Please Select,"Bergen County, NJ, USA",Please Select,1999-04-00,Algonquin Power,100,,,,,,
Halifax Electric Waste Plant MA USA,United States of America,Please Select,41.9477,-70.8113,3,Please Select,Please Select,"Plymouth County, MA, USA",Please Select,1997-04-00,Gas Recovery Systems,100,,,,,,
Harford Waste to Energy Facility Waste Plant MD USA,United States of America,Please Select,39.5629,-76.3218,1.2,Please Select,Please Select,"Harford County, MD, USA",Please Select,1987-12-00,Northeast Maryland W D Auth,100,,,,,,
Hartco Flooring Waste Plant TN USA,United States of America,Please Select,36.4323,-84.4992,2.4,Please Select,Please Select,"Scott County, TN, USA",Please Select,1980-11-00,Armstrong World Industries Inc,100,,,,,,
Hartford Landfill Gas Utilization Proj Waste Plant CT USA,United States of America,Please Select,41.8056,-72.7333,2.7,Please Select,Please Select,"Hartford County, CT, USA",Please Select,1998-08-00,Fortistar LLC,100,,,,,,
Hawaii Cogen Waste Plant HI USA,United States of America,Please Select,21.4875,-157.9817,9,Please Select,Please Select,"Honolulu County, HI, USA",Please Select,1990-08-00,Chevron Corp,100,,,,,,
Hemphill Power  and  Light Waste Plant NH USA,United States of America,Please Select,43.4428,-72.0567,16,Please Select,Please Select,"Sullivan County, NH, USA",Please Select,1987-12-00,AES NUGs,66.67,,,,,,
Hercules Brunswick Plant Waste Plant GA USA,United States of America,Please Select,31.2401,-81.5459,9.1,Please Select,Please Select,"Glynn County, GA, USA",Please Select,1980-01-00,Hercules Inc,100,,,,,,
High Acres Gas Recovery Waste Plant NY USA,United States of America,Please Select,43.1465,-77.6935,3.2,Please Select,Please Select,"Monroe County, NY, USA",Please Select,1991-05-00,Bio-Energy Partners,100,,,,,,
Hillman Power LLC Waste Plant MI USA,United States of America,Please Select,45.0631,-83.9467,20,Please Select,Please Select,"Montmorency County, MI, USA",Please Select,1987-12-00,Primary Power International,100,,,,,,
Hillsborough County Resource Recovery Waste Plant FL USA,United States of America,Please Select,27.952,-82.336,29,Please Select,Please Select,"Hillsborough County, FL, USA",Please Select,1987-04-00,Hillsborough County,100,,,,,,
Hoge Lumber Waste Plant OH USA,United States of America,Please Select,40.5606,-84.2114,3.7,Please Select,Please Select,"Auglaize County, OH, USA",Please Select,1985-12-00,Hoge Lumber Co,100,,,,,,
Horry Land Fill Gas Site Waste Plant SC USA,United States of America,Please Select,33.9234,-78.9971,4.2,Please Select,Please Select,"Horry County, SC, USA",Please Select,2001-08-00,South Carolina Pub Serv Auth,100,,,,,,
Howard F Curren Advncd Wastewater Plant Waste Plant FL USA,United States of America,Please Select,27.929,-82.3071,2.5,Please Select,Please Select,"Hillsborough County, FL, USA",Please Select,1986-09-00,Tampa Wastewater Department,100,,,,,,
Huntington Resource Recovery Facility Waste Plant NY USA,United States of America,Please Select,40.879,-73.287,28,Please Select,Please Select,"Suffolk County, NY, USA",Please Select,1991-12-00,Covanta Energy,100,,,,,,
I 95 Landfill Phase II Waste Plant VA USA,United States of America,Please Select,38.762,-77.2903,3.2,Please Select,Please Select,"Fairfax County, VA, USA",Please Select,1993-03-00,Michigan Cogeneration Sys Inc,100,,,,,,
I 95 Municipal Landfill Phase I Waste Plant VA USA,United States of America,Please Select,38.762,-77.2903,3.2,Please Select,Please Select,"Fairfax County, VA, USA",Please Select,1992-01-00,Michigan Cogeneration Sys Inc,100,,,,,,
ISG Cleveland Works Waste Plant OH USA,United States of America,Please Select,41.465,-81.6725,45,Please Select,Please Select,"Cuyahoga County, OH, USA",Please Select,1965-01-00,Mittal USA,100,,,,,,
ISG Indiana Harbor Works Waste Plant IN USA,United States of America,Please Select,41.6667,-87.45,152,Please Select,Please Select,"Lake County, IN, USA",Please Select,1939-10-00,Mittal USA,63.8158,,,,,,
ISG Weirton Waste Plant WV USA,United States of America,Please Select,40.3948,-80.5485,95,Please Select,Please Select,"Hancock County, WV, USA",Please Select,1919-01-00,Mittal USA,100,,,,,,
Indeck Jonesboro Energy Center Waste Plant ME USA,United States of America,Please Select,44.6769,-67.5466,27.5,Please Select,Please Select,"Washington County, ME, USA",Please Select,1987-12-00,Black Hills Energy,50,,,,,,
Indeck West Enfield Energy Center Waste Plant ME USA,United States of America,Please Select,45.2531,-68.6313,27.5,Please Select,Please Select,"Penobscot County, ME, USA",Please Select,1987-12-00,Black Hills Energy,50,,,,,,
Inland Paperboard and Packaging Waste Plant TX USA,United States of America,Please Select,30.2203,-93.7417,48,Please Select,Please Select,"Orange County, TX, USA",Please Select,1967-11-00,Temple-Inland Inc,100,,,,,,
International Paper Courtland Mill Waste Plant AL USA,United States of America,Please Select,34.735,-87.3108,127.1,Please Select,Please Select,"Lawrence County, AL, USA",Please Select,1991-04-00,International Paper Co,100,,,,,,
International Paper Pine Bluff Mill Waste Plant AR USA,United States of America,Please Select,34.2194,-91.9031,85,Please Select,Please Select,"Jefferson County, AR, USA",Please Select,1958-05-00,International Paper Co,100,,,,,,
International Paper Riegelwood Mill Waste Plant NC USA,United States of America,Please Select,34.3528,-78.2028,61.5,Please Select,Please Select,"Columbus County, NC, USA",Please Select,1951-12-00,International Paper Co,100,,,,,,
International Paper Riverdale Mill Waste Plant AL USA,United States of America,Please Select,32.425,-86.8694,104.2,Please Select,Please Select,"Dallas County, AL, USA",Please Select,1967-01-00,International Paper Co,100,,,,,,
International Paper Texarkana Mill Waste Plant TX USA,United States of America,Please Select,33.2575,-94.0714,65,Please Select,Please Select,"Cass County, TX, USA",Please Select,1972-01-00,International Paper Co,100,,,,,,
International Paper Vicksburg Mill Waste Plant MS USA,United States of America,Please Select,32.5333,-90.7833,50.5,Please Select,Please Select,"Warren County, MS, USA",Please Select,1967-01-00,International Paper Co,100,,,,,,
Interstate Paper LLC Riceboro Waste Plant GA USA,United States of America,Please Select,31.7428,-81.4194,12.5,Please Select,Please Select,"Liberty County, GA, USA",Please Select,1968-03-00,Interstate Paper LLC,100,,,,,,
J  and  L Electric Waste Plant ME USA,United States of America,Please Select,44.9756,-70.4469,2,Please Select,Please Select,"Franklin County, ME, USA",Please Select,1980-08-00,J & L Electric,100,,,,,,
Jackson County Resource Recovery Waste Plant MI USA,United States of America,Please Select,42.2518,-84.4281,3.7,Please Select,Please Select,"Jackson County, MI, USA",Please Select,1987-11-00,Jackson County Res Recovery,100,,,,,,
Jeanerette Sugar Waste Plant LA USA,United States of America,Please Select,29.8998,-91.7268,2,Please Select,Please Select,"Iberia County, LA, USA",Please Select,,Jeanerette Sugar Co Inc,100,,,,,,
Jefferson Power LLC Waste Plant FL USA,United States of America,Please Select,30.434,-83.8958,7.5,Please Select,Please Select,"Jefferson County, FL, USA",Please Select,1990-08-00,SI Group Energy LLC,100,,,,,,
Joseph C. McNeil Generating Station USA,United States of America,Operating Fully,44.493,-73.2084,59.5,Sub-critical Steam Turbine,Intermediate/Peak Load,"111 Intervale Rd Burlington, Chittenden County, VT, USA",Regional Grid,1984-06-00,Burlington Electric Department (BED),50,,,,,,
KMS Joliet Power Partners LP Waste Plant IL USA,United States of America,Please Select,41.4481,-87.9852,3.2,Please Select,Please Select,"Will County, IL, USA",Please Select,,Algonquin Power Systems,100,,,,,,
Kankakee Gas Recovery Waste Plant IL USA,United States of America,Please Select,41.1411,-87.865,1.6,Please Select,Please Select,"Kankakee County, IL, USA",Please Select,1992-06-00,Waste Management Inc,100,,,,,,
Kent County Waste to Energy Facility Waste Plant MI USA,United States of America,Please Select,42.9419,-85.7008,18,Please Select,Please Select,"Kent County, MI, USA",Please Select,1989-10-00,Kent County,100,,,,,,
Kettle Falls Generating Station Waste Plant WA USA,United States of America,Please Select,48.4129,-117.9017,57.9,Please Select,Please Select,"Stevens County, WA, USA",Please Select,1983-12-00,Avista Utilities,100,,,,,,
Keystone Landfill Waste Plant PA USA,United States of America,Please Select,41.4386,-75.613,5.6,Please Select,Please Select,"Lackawanna County, PA, USA",Please Select,1995-01-00,Keystone Recovery Inc,100,,,,,,
Kiefer Landfill Waste Plant CA USA,United States of America,Please Select,38.4559,-121.328,9,Please Select,Please Select,"Sacramento County, CA, USA",Please Select,1999-12-00,Sacramento County of Dpt Waste,100,,,,,,
Kinsleys Landfill Waste Plant NJ USA,United States of America,Please Select,39.7142,-75.1491,2,Please Select,Please Select,"Gloucester County, NJ, USA",Please Select,1985-07-00,Kinsley's Landfill Inc,100,,,,,,
Koppers Susquehanna Plant Waste Plant PA USA,United States of America,Please Select,41.1833,-76.8167,12.5,Please Select,Please Select,"Lycoming County, PA, USA",Please Select,1988-06-00,Koppers Inc,100,,,,,,
Lafayette Energy Partners LP Waste Plant NJ USA,United States of America,Please Select,41.1305,-74.6926,1.2,Please Select,Please Select,"Sussex County, NJ, USA",Please Select,1990-07-00,Lafayette Energy Partners LP,100,,,,,,
Lake Gas Recovery Waste Plant IL USA,United States of America,Please Select,41.8431,-87.822,9,Please Select,Please Select,"Cook County, IL, USA",Please Select,1988-08-00,Waste Management Inc,100,,,,,,
Lakeview Gas Recovery Waste Plant PA USA,United States of America,Please Select,41.9923,-80.0392,6,Please Select,Please Select,"Erie County, PA, USA",Please Select,1997-05-00,Bio-Energy Partners,100,,,,,,
Lancaster County Resource Recovery Waste Plant PA USA,United States of America,Please Select,40.0714,-76.6452,35.7,Please Select,Please Select,"Lancaster County, PA, USA",Please Select,1990-12-00,Lancaster County Solid WR Auth,100,,,,,,
Laurel Ridge LFGTE Waste Plant KY USA,United States of America,Please Select,37.1111,-84.127,4,Please Select,Please Select,"Laurel County, KY, USA",Please Select,2003-09-00,East Kentucky Power Coop Inc,100,,,,,,
Lavalley Lumber LLC Waste Plant ME USA,United States of America,Please Select,43.4807,-70.7131,1.5,Please Select,Please Select,"York County, ME, USA",Please Select,1984-06-00,Lavalley Lumber LLC,100,,,,,,
Leaf River Cellulose LLC Waste Plant MS USA,United States of America,Please Select,31.2239,-89.0467,50,Please Select,Please Select,"Perry County, MS, USA",Please Select,1984-07-00,Leaf River Cellulose  LLC,100,,,,,,
Lebanon Methane Recovery Waste Plant PA USA,United States of America,Please Select,40.3675,-76.4626,1.2,Please Select,Please Select,"Lebanon County, PA, USA",Please Select,1985-07-00,Lebanon Methane Recovery Inc,100,,,,,,
Lee County Solid Waste Energy Waste Plant FL USA,United States of America,Please Select,26.632,-81.7613,39,Please Select,Please Select,"Lee County, FL, USA",Please Select,1994-09-00,Lee County Board-Commissioners,100,,,,,,
Lincoln Paper  and  Tissue Waste Plant ME USA,United States of America,Please Select,45.4021,-68.6497,6.5,Please Select,Please Select,"Penobscot County, ME, USA",Please Select,1957-01-00,Lincoln Paper and Tissue. LLC,100,,,,,,
Longview Fibre Waste Plant WA USA,United States of America,Please Select,46.1031,-122.9211,135,Please Select,Please Select,"Cowlitz County, WA, USA",Please Select,1936-01-00,Longview Fibre Co,100,,,,,,
Lopez Landfill Gas Utilization Project Waste Plant CA USA,United States of America,Please Select,34.3209,-118.2212,6,Please Select,Please Select,"Los Angeles County, CA, USA",Please Select,1998-12-00,Fortistar LLC,100,,,,,,
Los Angeles Refinery Wilmington Waste Plant CA USA,United States of America,Please Select,34.3209,-118.2212,68.5,Please Select,Please Select,"Los Angeles County, CA, USA",Please Select,1984-05-00,ConocoPhillips,100,,,,,,
Louisiana 1 Waste Plant LA USA,United States of America,Please Select,30.4903,-91.1875,406.3,Please Select,Please Select,"East Baton Rouge County, LA, USA",Please Select,1951-10-00,Exxon Mobil,38.5922,,,,,,
Lowell Landfill Waste Plant MA USA,United States of America,Please Select,42.4819,-71.3944,1.6,Please Select,Please Select,"Middlesex County, MA, USA",Please Select,1997-08-00,Fortistar LLC,100,,,,,,
Lyon Development Waste Plant MI USA,United States of America,Please Select,42.6646,-83.3872,5,Please Select,Please Select,"Oakland County, MI, USA",Please Select,1993-05-00,Gas Recovery Systems,100,,,,,,
Lyonsdale Biomass LLC Waste Plant NY USA,United States of America,Please Select,43.5893,-75.2415,21.1,Please Select,Please Select,"Lewis County, NY, USA",Please Select,1992-08-00,Catalyst Renewables Corp,100,,,,,,
M C Dixon Lumber Waste Plant AL USA,United States of America,Please Select,31.8773,-85.3912,2.5,Please Select,Please Select,"Barbour County, AL, USA",Please Select,1979-01-00,M C Dixon Lumber Co Inc,100,,,,,,
M L Hibbard Waste Plant MN USA,United States of America,Please Select,46.7356,-92.1531,122.8,Please Select,Please Select,"St Louis County, MN, USA",Please Select,1949-00-00,Minnesota Power Inc,100,,,,,,
MM Nashville Waste Plant TN USA,United States of America,Please Select,36.1686,-86.7779,1.8,Please Select,Please Select,"Davidson County, TN, USA",Please Select,2000-04-00,Algonquin Power,100,,,,,,
MM Yolo Power LLC Facility Waste Plant CA USA,United States of America,Please Select,38.6873,-121.8966,2.8,Please Select,Please Select,"Yolo County, CA, USA",Please Select,1990-10-00,Fortistar LLC,100,,,,,,
MMSD South Shore Wastewater Waste Plant WI USA,United States of America,Please Select,43.0093,-87.9591,1.5,Please Select,Please Select,"Milwaukee County, WI, USA",Please Select,2000-08-00,Milwaukee Metro Sewerage Dist,100,,,,,,
MMWAC Resource Recovery Facility Waste Plant ME USA,United States of America,Please Select,44.169,-70.2021,5,Please Select,Please Select,"Androscoggin County, ME, USA",Please Select,1992-06-00,Mid-Maine Waste Action Corp,100,,,,,,
MacArthur Waste to Energy Facility Waste Plant NY USA,United States of America,Please Select,40.8852,-72.7233,12.5,Please Select,Please Select,"Suffolk County, NY, USA",Please Select,1990-03-00,Islip Resource Recovery Agency,100,,,,,,
Maine Energy Recovery Waste Plant ME USA,United States of America,Please Select,43.4957,-70.4532,22,Please Select,Please Select,"York County, ME, USA",Please Select,1987-06-00,KTI Environmental Group Inc,83.75,,,,,,
Mallard Lake Electric Waste Plant IL USA,United States of America,Please Select,41.8555,-88.0921,25,Please Select,Please Select,"Du Page County, IL, USA",Please Select,1997-10-00,Gas Recovery Systems,100,,,,,,
Mallard Ridge Gas Recovery Waste Plant WI USA,United States of America,Please Select,42.6663,-88.5348,2.4,Please Select,Please Select,"Walworth County, WI, USA",Please Select,1996-10-00,Modern Mallard Energy LLC,100,,,,,,
Mandan Refinery Waste Plant ND USA,United States of America,Please Select,46.7189,-101.287,7.5,Please Select,Please Select,"Morton County, ND, USA",Please Select,1954-10-00,Tesoro Corp,100,,,,,,
Marina Landfill Gas Waste Plant CA USA,United States of America,Please Select,36.2158,-121.227,3.6,Please Select,Please Select,"Monterey County, CA, USA",Please Select,1997-03-00,Monterey Regional Waste Mgmt,100,,,,,,
Marsh Road Power Plant Waste Plant CA USA,United States of America,Please Select,37.4211,-122.3173,2,Please Select,Please Select,"San Mateo County, CA, USA",Please Select,1982-12-00,Gas Recovery Systems,100,,,,,,
McKay Bay Facility Waste Plant FL USA,United States of America,Please Select,27.806,-82.403,22.1,Please Select,Please Select,"Hillsborough County, FL, USA",Please Select,1985-06-00,Wheelabrator Environmental Systems,100,,,,,,
Mead Coated Board Waste Plant AL USA,United States of America,Please Select,32.175,-85.0311,112.5,Please Select,Please Select,"Russell County, AL, USA",Please Select,1966-11-00,NewPage Holding Corporation,100,,,,,,
MeadWestvaco Evadale Waste Plant TX USA,United States of America,Please Select,30.3406,-94.0669,57.7,Please Select,Please Select,"Jasper County, TX, USA",Please Select,1954-06-00,NewPage Holding Corporation,100,,,,,,
Mecca Plant Waste Plant CA USA,United States of America,Please Select,33.5401,-115.9681,55.5,Please Select,Please Select,"Riverside County, CA, USA",Please Select,1991-11-00,Colmac Energy Inc,100,,,,,,
