Name,Description,URL
Dominic Gélineau,"Dominic Gélineau has been developing Flash websites and applications for the last five years, including two years at B-Reel New York, worldwid...",https://www.packtpub.com/books/info/authors/dominic-gélineau
Peter Backx,Peter Backx has a MoS and a PhD in Computer Sciences from Ghent University. He is a software developer and architect. He uses technology to sha...,https://www.packtpub.com/books/info/authors/peter-backx
Tord Glad Nordahl,"Tord Glad Nordahl has his first experience with BizTalk in 2008 and fell in love with it, and has been working with it ever since. He is currentl...",https://www.packtpub.com/books/info/authors/tord-glad-nordahl
Andrés Del Río Benito,"Andrés Del Río Benito has been working with BizTalk since 2004, and all the way through all its versions until BizTalk 2010. Over the years, ...",https://www.packtpub.com/books/info/authors/andrés-del-río-benito
Howard S. Edidin,Howard S. Edidin is an independent BizTalk architect/consultant specializing in providing guidance and training for companies implementing BizT...,https://www.packtpub.com/books/info/authors/howard-s-edidin
Chetan K Jain,"Chetan K Jain loves to code, and has been writing code for over 16 years now. He is a Senior Architect, and has worked on mobile technologies f...",https://www.packtpub.com/books/info/authors/chetan-k-jain
Ankit Arora,"Ankit Arora (@forceguru) is an avid Force.com certified professional working on the platform since 2008. Since then, he has been involved in ar...",https://www.packtpub.com/books/info/authors/ankit-arora
Abhinav Gupta,"Abhinav Gupta is a Solution Architect and an expert cloud computing consultant. He is a Force.com contributor and an avid blogger, he actively ...",https://www.packtpub.com/books/info/authors/abhinav-gupta
Sandro Paganotti,"Sandro Paganotti is a web developer, a Google Developers Expert in HTML5, a technical writer, and an HTML5/CSS3 teacher with a passion for Ruby...",https://www.packtpub.com/books/info/authors/sandro-paganotti
Brian Broyles,Brian Broyles is a freelance programmer and 2D/3D graphic designer with over 12 years of experience. Before entering the mobile development ind...,https://www.packtpub.com/books/info/authors/brian-broyles
Jayme Schroeder,"Jayme Schroeder was introduced to computers at a very young age. By 11, he had started creating modifications and level packs for his favorite ...",https://www.packtpub.com/books/info/authors/jayme-schroeder
Benjamin Hershleder,"Benjamin Hershleder (Hershleder.com) currently freelances as an Avid Editor and Director. He has been teaching Avid Media Composer since 1995, ...",https://www.packtpub.com/books/info/authors/benjamin-hershleder
Marcelle Kratochvil,Marcelle Kratochvil is an accomplished Oracle database administrator and developer. She is CTO of Piction and has designed and developed indust...,https://www.packtpub.com/books/info/authors/marcelle-kratochvil
Venkatesan Sundaram,"Venkatesan Sundaram is a co-founder of CRMIT and is positioned as the Senior Director of Project Delivery/Consulting.  
  Before CRMIT, he had ...",https://www.packtpub.com/books/info/authors/venkatesan-sundaram
Padmanabha Rao,Kadirenahalli Venkata Padmanabha Rao has been in the industry for 14 years. He started with India's National Resource Data Management Syst...,https://www.packtpub.com/books/info/authors/padmanabha-rao
Thomas Deuling,Thomas Deuling is a web applications developer with over 5 years experience in developing large web applications with open source technologies....,https://www.packtpub.com/books/info/authors/thomas-deuling
Divya Manian,Divya Manian is the co-creator of the HTML5 Boilerplate framework. She has worked on projects to benefit the web development community such as ...,https://www.packtpub.com/books/info/authors/divya-manian
Chris Yanc,"Chris Yanc has seven years of professional experience with interactive design and development, along with two years of using openFrameworks spe...",https://www.packtpub.com/books/info/authors/chris-yanc
Jennifer Farley,"Jennifer Farley has over 12 years experience working in the graphic and web design industry. In 2002, she became a full time educator, teaching...",https://www.packtpub.com/books/info/authors/jennifer-farley
Jeremy Roland,"Jeremy Roland is a 3D Environment Artist who has worked for over 10 years in industries such as architecture, film, television, game design, an...",https://www.packtpub.com/books/info/authors/jeremy-roland
Willie L. Pritchett,Willie L. Pritchett has a Master's in Business Administration. He is a seasoned developer and security enthusiast who has over 20 years of...,https://www.packtpub.com/books/info/authors/willie-l-pritchett
Sean Scaplehorn,"Sean Scaplehorn is a programmer with 15 years of experience in the videogames industry, who has worked on projects for both console and mobile ...",https://www.packtpub.com/books/info/authors/sean-scaplehorn
Duncan Wood,"A 35 year veteran of the Music and Video industries, Duncan Wood has certainly seen his share of changes and advances in technologies in these ...",https://www.packtpub.com/books/info/authors/duncan-wood
Peter Björk,"Peter Björk has many years' experience in VMware Horizon Workspace and ThinApp. He started out working with Thinstall, and continued afte...",https://www.packtpub.com/books/info/authors/peter-björk
Vidyasagar Nallapati Venkata,Vidyasagar was interested in computer science from an early age. Some of his serious work in computers and computer networks began during his h...,https://www.packtpub.com/books/info/authors/vidyasagar-nallapati-venkata
Jon Reade,Jon Reade has worked in the UK and Europe as a database professional in the finance and telecommunication sectors for 16 years. He is currently...,https://www.packtpub.com/books/info/authors/jon-reade
Rachel Clements,Rachel Clements has worked as a software and database developer for over 15 years across a wide variety of private industries. She is currently...,https://www.packtpub.com/books/info/authors/rachel-clements
Piero Giacomelli,"Piero Giacomelli started playing with computers back in 1986 when he received his first PC (a commodore 64). Despite his love for computers, he...",https://www.packtpub.com/books/info/authors/piero-giacomelli
Paul Nygard,Paul Nygard has been a computer and technology enthusiast since he was introduced to his first computer at the age of six. He has spent most of...,https://www.packtpub.com/books/info/authors/paul-nygard
Matt Gifford,"Matt Gifford is an RIA developer from Cambridge, England, who specializes in ColdFusion, web application, and mobile development. With over ten...",https://www.packtpub.com/books/info/authors/matt-gifford
Christos Gatzidis,"Dr Christos Gatzidis is a Senior Lecturer in Creative Technology at Bournemouth University, UK at the School of Design, Engineering and Computi...",https://www.packtpub.com/books/info/authors/christos-gatzidis
Dustin Adkison,Dustin Adkison is an active member of the IBM Cognos community. He began his career in Business Intelligence at one of the premier Cognos custo...,https://www.packtpub.com/books/info/authors/dustin-adkison
Paul Reindell,"Paul Reindell has been an Engine Programmer in the SDK Team since June 2010. He is responsible for UI programming, next generation features and...",https://www.packtpub.com/books/info/authors/paul-reindell
Trevor Ward,"Trevor Ward has been developing business applications for over 20 years. Starting as a Cobol Developer, he has worked on various large scale pr...",https://www.packtpub.com/books/info/authors/trevor-ward
Daniel Hinderink,"Daniel Hinderink is a managing partner of a consulting company specializing in web-technology based information systems for medium to  
large c...",https://www.packtpub.com/books/info/authors/daniel-hinderink
Rene Fritz,"René Fritz has created parts of the TYPO3 core and has programmed various extensions to the system, including the digital asset management  
s...",https://www.packtpub.com/books/info/authors/rene-fritz
Werner Altmann,Werner Altmann is the author of the original german handbook for editors and a member of the TYPO3 documentation team. As technical project man...,https://www.packtpub.com/books/info/authors/werner-altmann
Matt Cumberlidge,Matt Cumberlidge is a business analyst working for a world leading FTSE 100 provider of information-driven services and solutions based in Oxfo...,https://www.packtpub.com/books/info/authors/matt-cumberlidge
Ruth Kusterer,"Ruth Kusterer became intrigued by Java and open source software while completing her degree in computational linguistics. In 2005, she joined S...",https://www.packtpub.com/books/info/authors/ruth-kusterer
Stephan A. Miller,"Stephan A. Miller is a web and app developer, SEO expert, and blogger who lives in Kansas City, Missouri. He was head developer at All About Do...",https://www.packtpub.com/books/info/authors/stephan-miller
Brad Collette,"Brad Collette once designed software for a big company but doesn't like to remember that. These days, he is an entrepreneur, hobbyist, jac...",https://www.packtpub.com/books/info/authors/brad-collette
Daniel Falck,"Daniel Falck has over 25 years experience in manufacturing, machining, CAD, CAM, and computer programming. He has worked for Gibson Guitar doin...",https://www.packtpub.com/books/info/authors/daniel-falck
Clifford Laurin,"Cliff has over 17 years of professional experience as a software engineer, including 11 years in the field of Enterprise Content Management. He...",https://www.packtpub.com/books/info/authors/clifford-laurin
Johnny Tordgeman,"Johnny Tordgeman is the CTO of E4D Solutions Ltd., a boutique development and consulting firm in Israel. Johnny specializes in architecting ent...",https://www.packtpub.com/books/info/authors/johnny-tordgeman
Swapnonil Banerjee,Swapnonil Banerjee is a theoretical physicist with a PhD in Physics and a BE in Electronics and Telecommunications Engineering. He has extensiv...,https://www.packtpub.com/books/info/authors/swapnonil-banerjee
Nivedita Majumdar,Nivedita Majumdar is a software development engineer with extensive experience with MATLAB. She has a PhD in Computational Sciences and Informa...,https://www.packtpub.com/books/info/authors/nivedita-majumdar
Rehan Zaidi,Rehan Zaidi has more than 13 years of SAP experience and has been writing about SAP topics since 2001. He co-authored an ABAP programming train...,https://www.packtpub.com/books/info/authors/rehan-zaidi
Piergiorgio Lucidi,"()     Packt is a modern publishing company, producing cutting-edge books, eBooks, and articles for communities of developers, administrators...",https://www.packtpub.com/books/info/authors/piergiorgio-lucidi
Ken Finnigan,"Ken Finnigan is a Senior Software Engineer at Red Hat, technical lead of the JBoss Portlet Bridge project, a member of the GateIn development t...",https://www.packtpub.com/books/info/authors/ken-finnigan
Jonathan Bowen,Jonathan Bowen is an E-commerce and Retail Systems Consultant and has worked in and around the retail industry for the past 20 years. His early...,https://www.packtpub.com/books/info/authors/jonathan-bowen
Victor Kuller Bacone,"Victor Kuller Bacone is the pen name for a Blender enthusiast of six years. By profession, he is a video editor, but the explosion of current t...",https://www.packtpub.com/books/info/authors/victor-kuller-bacone
Thomas Bell,Thomas W. Bell has completed higher education in Environmental Sciences and he has a passion and enthusiasm for IT. Thomas is all about getting...,https://www.packtpub.com/books/info/authors/thomas-bell
Armando Gonzalez,Armando Gonzalez is a Software Engineer with more than 4 years of experience in developing enterprise applications with Ext JS. He has plenty o...,https://www.packtpub.com/books/info/authors/armando-gonzalez
Charitha Kankanamge,"Charitha Kankanamge is Manager, Quality Assurance and Senior Technical Lead at WSO2 with more than 9 years of experience in Software Quality As...",https://www.packtpub.com/books/info/authors/charitha-kankanamge
David Earl,"David Earl is a music composer, producer, and performer living in the San Francisco Bay Area. His music has been heard in Film, Television, Aud...",https://www.packtpub.com/books/info/authors/david-earl
Jason Cox,Jason Cox has enjoyed capturing images since receiving his first Mickey-Matic film camera when he was four years old. Growing up in the Washing...,https://www.packtpub.com/books/info/authors/jason-cox
Asif Momen,"Asif Momen has been working with Oracle technologies for over 12 years and has expertise in Database Architecture, Performance Tuning, and High...",https://www.packtpub.com/books/info/authors/asif-momen
Alex Peterson,Alex Peterson is a graphics enthusiast with a background in game programming.  His work with the Ogre engine is primarily due to programming a ...,https://www.packtpub.com/books/info/authors/alex-peterson
Alexander Anichkin,"Alexander Anichkin created a small publishing company in 2005, in order to produce a monthly, glossy magazine. To keep costs down, he bought iW...",https://www.packtpub.com/books/info/authors/alexander-anichkin
Jan Vantomme,"Jan Vantomme is a computational designer and artist based in Ghent, Belgium. He runs Cloudswimmers, a small studio with a focus on computationa...",https://www.packtpub.com/books/info/authors/jan-vantomme
Learco Brizzi,"Learco Brizzi received his MSc in Informatics in 1993 and then he started working with the early versions of Oracle Forms (3.0), Reports (1.1),...",https://www.packtpub.com/books/info/authors/learco-brizzi
Iloon Ellen-Wolff,"Iloon Ellen-Wolff started working with Oracle 21 years ago, employed by several software houses in the Netherlands. Her experience goes back to...",https://www.packtpub.com/books/info/authors/iloon-ellen-wolff
Alex Nuijten,"Alex Nuijten works as a database developer and Expertise Lead (database development) for AMIS Services BV in Nieuwegein, The Netherlands. Besid...",https://www.packtpub.com/books/info/authors/alex-nuijten
Brandon Jones,Brandon Jones has been developing WebGL demos since the technology first began appearing in browsers in early 2010. He finds that it’s the pe...,https://www.packtpub.com/books/info/authors/brandon-jones
Diego Cantor,"Diego Cantor is a software engineer with experience in government, education, finance, enterprise resource planning (ERP) and data warehouse (D...",https://www.packtpub.com/books/info/authors/diego-cantor
Claudiu Moldovan,"Claudiu Moldovan has been working with database software since 2004 and with Oracle products since 2007, most of the software being developed f...",https://www.packtpub.com/books/info/authors/claudiu-moldovan
George Bara,"George Bara has been working with Oracle products since 2006, developing software for automated logistic systems and insurance companies. An Or...",https://www.packtpub.com/books/info/authors/george-bara
Pavel Yosifovich,"Pavel Yosifovich is the CTO of CodeValue (  http://www.codevalue.net  ), a software development, consulting, and training company, based in Isr...",https://www.packtpub.com/books/info/authors/pavel-yosifovich
Dylan Spencer James,"Dylan James is an open source developer from and based in South Wales. After gaining a Computer Science degree from Cardiff University, Dylan g...",https://www.packtpub.com/books/info/authors/dylan-spencer-james
Kathiravan Udayakumar,Kathiravan Udayakumar has more than 8 years of IT experience with expertise in Oracle Fusion Middleware Products and PeopleSoft Applications. A...,https://www.packtpub.com/books/info/authors/kathiravan-udayakumar
Bihag Thaker,"Bihag Thaker is an SQL Server enthusiast, an MCTS (SQL Server 2005) and MCITP (SQL Server 2008) who has been working on SQL Server technology f...",https://www.packtpub.com/books/info/authors/bihag-thaker
Ritesh Shah,Ritesh Shah is a data professional and has 10+ years of experience in Microsoft technology from SQL Server 2000 to the latest one and has worke...,https://www.packtpub.com/books/info/authors/ritesh-shah
Rudi Bruchez,"Rudi Bruchez is an Independent Consultant and Trainer based in Paris, France. He has 15 years of experience with SQL Server. He has worked as a...",https://www.packtpub.com/books/info/authors/rudi-bruchez
Charalampos S. Arapidis,"Charalampos Arapidis is a Senior Software Engineer located in Athens, Greece specializing in J2EE application design and implementation. His ot...",https://www.packtpub.com/books/info/authors/charalampos-s-arapidis
Manik Surtani,"Manik Surtani is a core R&D engineer at JBoss, a division of Red Hat. He is the founder of the Infinispan project, which he currently leads...",https://www.packtpub.com/books/info/authors/manik-surtani
Joe Workman,Joe Workman is an indie software developer who develops popular applications for Mac OS X and add-ons for RapidWeaver. Joe released his first R...,https://www.packtpub.com/books/info/authors/joe-workman
Christophe Dupupet,"Christophe Dupupet is a Director in the Fusion Middleware Architects Team, where he leads the expertise on ODI. The team works closely with str...",https://www.packtpub.com/books/info/authors/christophe-dupupet
Denis Gray,Denis Gray is a Director of Product Management for Data Integration at Oracle. Denis has over 15 years of experience in the data-integration fi...,https://www.packtpub.com/books/info/authors/denis-gray
Julien Testut,Julien Testut is a Product Manager in the Oracle Data Integration group focusing on Oracle Data Integrator. Julien has an extensive background ...,https://www.packtpub.com/books/info/authors/julien-testut
Jason Wei,"Jason Wei graduated from Stanford University in 2011 with a B.S. in Mathematical Computational Science, a minor in Statistics, and an M.S. in M...",https://www.packtpub.com/books/info/authors/jason-wei
Porus Homi Havewala (Oracle Certified Master),"Porus Homi Havewala works as the Senior Manager (for database management) in the Enterprise Technology Program Office of Oracle Corporation, ba...",https://www.packtpub.com/books/info/authors/porus-homi-havewala-oracle-certified-master
Michael Kuhlmann,"Michael Kuhlmann is a writer, entrepreneur and web designer who specializes in WordPress and BuddyPress development. He has worked nearly 10 ye...",https://www.packtpub.com/books/info/authors/michael-kuhlmann
Richard Banks ,Richard Banks has developed software for the last 20 years for a wide range of industries and development platforms. Over the years he has play...,https://www.packtpub.com/books/info/authors/richard-banks
William Nagle,"William Nagle is the Director of Field Operations at K2, where he helps organizations and partners realize the business value of process automa...",https://www.packtpub.com/books/info/authors/william-nagle
Michael Hinckley ,"Michael Hinckley MCITP, MCTS, has over 10 years specializing in solution architecture for organizations that span from small businesses and glo...",https://www.packtpub.com/books/info/authors/michael-hinckley
Paul Galvin ,Paul Galvin has been working in the IT industry since 1991. He started as a staff programmer and began consulting in 1994 and never stopped. In...,https://www.packtpub.com/books/info/authors/paul-galvin
Richard Harbridge,"Richard Harbridge is an internationally recognized expert in Microsoft SharePoint. He has defined, architected, developed and implemented well ...",https://www.packtpub.com/books/info/authors/richard-harbridge
Pavlo Andrushkiw,Pavlo Andrushkiw has spent nearly a decade in the Microsoft space delivering complex infrastructure solutions to a plethora of clients in vario...,https://www.packtpub.com/books/info/authors/pavlo-andrushkiw
Robert Crane (BE MBA MCP),Robert has a degree in Electrical Engineering as well as Masters of Business Administration. He is also a Small Business Specialist and Microso...,https://www.packtpub.com/books/info/authors/robert-crane-be-mba-mcp
Drew Hills (MCITP MCSE DCNE SBSC BEngTech (Elec) ),"Drew is a Microsoft Certified IT Professional (Enterprise Administrator), Microsoft Certified Systems Engineer, and a Microsoft Small Business ...",https://www.packtpub.com/books/info/authors/drew-hills-mcitp-mcse-dcne-sbsc-bengtech-elec
Morten la Cour,Morten la Cour has worked with the MS BizTalk Server platform for nine years. Besides designing and developing Integration solution for custome...,https://www.packtpub.com/books/info/authors/morten-la-cour
Johan Hedberg,"Johan Hedberg is based in Stockholm, Sweden, where he does consultancy, solution architecture, training, mentoring, speaking, and authoring. Jo...",https://www.packtpub.com/books/info/authors/johan-hedberg
Adam D. Scott ,"Adam D. Scott is an educator, designer, digital book developer, husband, and father living in Connecticut. He has been a classroom teacher for ...",https://www.packtpub.com/books/info/authors/adam-d-scott
Yifeng Jiang,Yifeng Jiang is a Hadoop and HBase Administrator and Developer at Rakuten—the largest e-commerce company in Japan. After graduating from the ...,https://www.packtpub.com/books/info/authors/yifeng-jiang
Andy Penver,Andy Penver currently lives and works in the U.K. as a solution architect for a large public sector client. He studied at Christ Church (Univer...,https://www.packtpub.com/books/info/authors/andy-penver
Series Editor: Carl Jones,"()     Packt is a modern publishing company, producing cutting-edge books, eBooks, and articles for communities of developers, administrators...",https://www.packtpub.com/books/info/authors/series-editor-carl-jones
Raymond Chandler,"Raymond Chandler(@intralanman) has been working with, and contributing to, open source projects for over a decade. Raymond's VoIP experien...",https://www.packtpub.com/books/info/authors/raymond-chandler
"Jaime Campbell, CPA, MBA, CTT, MCT","Leveraging 14 years of teaching experience with nine of those years in the accounting industry, Jaime Campbell leads the technology training an...",https://www.packtpub.com/books/info/authors/jaime-campbell-cpa-mba-ctt-mct
Luke Drumm,Luke Drumm is an experienced software developer and consultant who wrote his first computer game at age 10 and has been enthusiastically explor...,https://www.packtpub.com/books/info/authors/luke-drumm
Andrew Plue,Andrew Plue is a Senior Consultant in the Secure Infrastructure Management group at Certified Security Solutions (CSS). He is veteran of the Un...,https://www.packtpub.com/books/info/authors/andrew-plue
Juan Pablo Novillo Requena,Juan started building PHP websites professionally in London after finishing his University studies in 2006. He spent some time using Symfony an...,https://www.packtpub.com/books/info/authors/juan-pablo-novillo-requena
Kristen Pol,Kristen Pol grew up the youngest sister to five brothers in a small town in rural Central California. After high school and a few community col...,https://www.packtpub.com/books/info/authors/kristen-pol
Mike Oryszak,"Mike Oryszak is a Consultant and Practice Manager with Intellinet, a Microsoft Gold-Certified Partner located in the South Eastern US. Mike wor...",https://www.packtpub.com/books/info/authors/mike-oryszak
Ronald van Luttikhuizen,"Ronald van Luttikhuizen lives in Nijmegen, the Netherlands with his partner Susanne. He has over 10 years of experience in IT. Ronald studied C...",https://www.packtpub.com/books/info/authors/ronald-van-luttikhuizen
Lonneke Dikmans ,Lonneke Dikmans lives in the Netherlands with her husband and two children. She graduated with a degree in cognitive science from the Universit...,https://www.packtpub.com/books/info/authors/lonneke-dikmans
Adam Driscoll ,"Adam Driscoll is a young and enthusiastic Software Developer and Team Lead at Quest Software. Born and raised in Wisconsin, Adam attended Edgew...",https://www.packtpub.com/books/info/authors/adam-driscoll
Rahul Goyal,"Rahul Goyal is an accomplished manager with a rich experience of nearly two decades in the software industry. He began his career at UBICS, Ban...",https://www.packtpub.com/books/info/authors/rahul-goyal
Steve Goodman,Steve Goodman has been in the IT industry for over 12 years and works as a Technical Architect at one of the UK's leading IT services prov...,https://www.packtpub.com/books/info/authors/steve-goodman
Shamasis Bhattacharya,"Shamasis Bhattacharya has been a part of FusionCharts since 2008. As a JavaScript architect, he heads the JavaScript development team and spend...",https://www.packtpub.com/books/info/authors/shamasis-bhattacharya
Pallav Nadhani,"Pallav Nadhani is the co-founder and CEO of FusionCharts, and an angel investor. He started FusionCharts at the age of 17 as a way to make pock...",https://www.packtpub.com/books/info/authors/pallav-nadhani
Sanket Nadhani,"Sanket Nadhani previously headed Marketing and Sales at FusionCharts, fresh out of college. As part of the role, he had to conceptualize differ...",https://www.packtpub.com/books/info/authors/sanket-nadhani
Andre Leibovici,Andre Leibovici (@andreleibovici) is a leading expert in the current area of virtualization and End User Computing and maintains an award-winni...,https://www.packtpub.com/books/info/authors/andre-leibovici
Jason Langone,Jason Langone (@langonej) has been involved in VMware solutions for over seven years and has designed and implemented solutions around the worl...,https://www.packtpub.com/books/info/authors/jason-langone
Derrin Kent ,Derrin Kent (  www.derr.in  ) loves personalized learning and open source software. Derrin has been working with Mahara since its version 0. He...,https://www.packtpub.com/books/info/authors/derrin-kent
Vernon Denny,"Born and bred in a small city called Klerksdorp in the north-west of South Africa, Vernon now lives in Johannesburg with his wife, daughter and...",https://www.packtpub.com/books/info/authors/vernon-denny
Sandeep Chanda,"Sandeep Chanda is the Director of Solutions at Neudesic, a Microsoft National Systems Integrator and Gold Certified Partner. He has been workin...",https://www.packtpub.com/books/info/authors/sandeep-chanda
Pedro Perfeito,Pedro was born in 1977 in Portugal and currently works as BI Senior Consultant and Developer at Novabase. He’s also an invited teacher in mas...,https://www.packtpub.com/books/info/authors/pedro-perfeito
Reza Rad,Reza Rad has more than 10 years of experience in databases and soft ware applications. Most of his work experience is in data warehousing and b...,https://www.packtpub.com/books/info/authors/reza-rad
Gautam Rege ,Gautam Rege has been working in Ruby since 2007 and has been experimenting a lot with MongoDB. He believes Ruby is indeed the language of the n...,https://www.packtpub.com/books/info/authors/gautam-rege
John Earl Clark,John Earl Clark holds a Master's Degree in Human Computer Interaction from Georgia Tech and an undergraduate degree in Music Engineering f...,https://www.packtpub.com/books/info/authors/john-earl-clark
Bryan P. Johnson,"Bryan P. Johnson is a graduate of the University of Georgia. He went to work for MindSpring Enterprises in late 1995, where he met his co-autho...",https://www.packtpub.com/books/info/authors/bryan-p-johnson
Giovanni Toraldo ,"Giovanni Toraldo started to mess with Linux and Free Software since the early years at school, developing hobbyist websites with free CMS and m...",https://www.packtpub.com/books/info/authors/giovanni-toraldo
Lee Phillips ,Lee Phillips grew up on the 17th floor of a public housing project on the Lower East Side of Manhattan. He attended Stuyvesant High School and ...,https://www.packtpub.com/books/info/authors/lee-phillips
Jordan Michaels,"Jordan Michaels currently participates in the Railo Team as the Community Deployments Coordinator, where his duties include coordinating effort...",https://www.packtpub.com/books/info/authors/jordan-michaels
Paul Klinkenberg,"Paul Klinkenberg (1979) is a long-time CFML addict, living in The Netherlands with his wife Emma and baby daughter Luce. His history in both Co...",https://www.packtpub.com/books/info/authors/paul-klinkenberg
Gert Franz,Gert Franz was born in 1967 in Romania. He moved to Germany in 1982. He studied Astrophysics in Munich in the early nineties and lives in Switz...,https://www.packtpub.com/books/info/authors/gert-franz
Lee Allen,"Lee Allen is currently the Vulnerability Management Program Lead for one of the Fortune 500. Among many other responsibilities, he performs sec...",https://www.packtpub.com/books/info/authors/lee-allen
Pete Wang ,"Pete Wang is part of the Oracle SOA team that focuses on providing best-in-class technical expertise and services around SOA technologies, to g...",https://www.packtpub.com/books/info/authors/pete-wang
Rick G. Garibay ,"With over 12 years’ experience delivering solutions on the Microsoft platform across industry sectors, Rick is a developer, architect, speake...",https://www.packtpub.com/books/info/authors/rick-g-garibay
Hammad Rajjoub ,"Hammad works as an Architect Evangelist with Microsoft. Before joining Microsoft, Hammad was awarded Microsoft's Most Valuable Professiona...",https://www.packtpub.com/books/info/authors/hammad-rajjoub
Adil R Khan,Adil Khan is a Senior Director at FulcrumWay with over 15 years of experience in enterprise business systems. Adil also serves on the board of ...,https://www.packtpub.com/books/info/authors/adil-r-khan
Nigel King,Nigel King is Vice President for Functional Architecture for Fusion Applications. As such he leads a band of architects whose job it is to stew...,https://www.packtpub.com/books/info/authors/nigel-king
Manish Kumaar,Visionary entrepreneur and passionate about providing industry focused business solutions on the Cloud and Mobile platforms enabling social col...,https://www.packtpub.com/books/info/authors/manish-kumaar
Tushar Joshi,"Tushar resides in Nagpur, Maharashtra, India and works as a Sr. Project Manager at Infospectrum India Private Limited, Nagpur. He currently lea...",https://www.packtpub.com/books/info/authors/tushar-joshi
Scott O'Keefe ,Scott O'Keefe is an IBM Advisory Software Engineer and the project lead for the Domino Configuration Tuner. He joined IBM via Iris Associa...,https://www.packtpub.com/books/info/authors/scott-okeefe
M A Hossain Tonu ,M A Hossain Tonu graduated in Computer Science and Engineering from the Dhaka University of Engineering and Technology (DUET) in Bangladesh. He...,https://www.packtpub.com/books/info/authors/m-hossain-tonu
Brian Youngblood ,"Brian Youngblood is a open source developer living in Montgomery, AL with more than a decade of experience developing, integrating, and managin...",https://www.packtpub.com/books/info/authors/brian-youngblood
Elaine Britt Krazer,"Elaine Britt Krazer, PMP began working with Primavera products as a project manager for a Government contractor in a Top Secret environment in ...",https://www.packtpub.com/books/info/authors/elaine-britt-krazer
"Daniel L. Williams, PhD","Daniel Williams  first began working with Primavera in 2001 as part of an integration project with JD Edwards World.  Since then, he has helped...",https://www.packtpub.com/books/info/authors/daniel-l-williams-phd
Mohan Iyer,"Mohan Iyer, has more than 20 years experience in system implementations with the last 15 years implementing Oracle Financials. He has a strong ...",https://www.packtpub.com/books/info/authors/mohan-iyer
Helmar Martens,"Helmar Martens holds a degree in Economics from Mackenzie Presbyterian University, located in Sao Paulo, Brazil.  
  Helmar has been working wi...",https://www.packtpub.com/books/info/authors/helmar-martens
Chelis Camargo,Chelis Camargo has over 25 years of experience in IT consulting. He is a self-taught technology enthusiast and patent-awarded performance SME. ...,https://www.packtpub.com/books/info/authors/chelis-camargo
Tanuj Khare ,Tanuj Khare has worked as a professional in IT for six+ years. He is involved in Process improvements using ITIL framework and techniques (LEAN...,https://www.packtpub.com/books/info/authors/tanuj-khare
Jeff Laskowski ,"Jeff Laskowski is a Certified Senior Solutions Architect with IBM, who is dedicated to securing IT networks, endpoints, and data. Jeff is also ...",https://www.packtpub.com/books/info/authors/jeff-laskowski
John Heaton ,John Heaton graduated top of his class with a Diploma in Information Technology from Technikon Witwatersrand in South Africa (equivalent to Bac...,https://www.packtpub.com/books/info/authors/john-heaton
David A. Edson,(),https://www.packtpub.com/books/info/authors/david-edson
Hariharan V Ganesarethinam,"Hariharan V Ganesarethinam associated with Aspire Systems Inc, USA as Senior Architect of Enterprise Architecture Solutions. He leads enterpris...",https://www.packtpub.com/books/info/authors/hariharan-v-ganesarethinam
Ankit Garg ,"Ankit Garg is a software professional having over seven years experience in implementing, designing and managing data warehousing and BI soluti...",https://www.packtpub.com/books/info/authors/ankit-garg
Ed Musters,"Ed is a SharePoint MVP and a SharePoint Architect for Infusion, where he has consulted on dozens of SharePoint engagements. Ed holds all certif...",https://www.packtpub.com/books/info/authors/ed-musters
Tim Rayburn,"Tim Rayburn is a Principal Consultant with Improving Enterprises, and a Microsoft MVP for Connected Systems Development.  He has worked with Mi...",https://www.packtpub.com/books/info/authors/tim-rayburn
Devlin Liles ,Devlin Liles is a Principal Consultant at Improving Enterprises and a Data Platform Development MVP. Devlin has been writing software since he ...,https://www.packtpub.com/books/info/authors/devlin-liles
Eric Elzinga ,Eric Elzinga is an Oracle ACE for Fusion Middleware and SOA. He has over 10 years experience in IT. His Oracle career started around 2001 as an...,https://www.packtpub.com/books/info/authors/eric-elzinga
Mischa Kölliker ,Mischa Kölliker is a principal consultant at the Oracle consultancy company Trivadis. For 15 years he has worked in the area of integration so...,https://www.packtpub.com/books/info/authors/mischa-kölliker
Jan van Zoggel ,Jan van Zoggel is a principal Oracle Fusion Middleware consultant and works for the Dutch Oracle Gold Partner Rubix. He is experienced with pro...,https://www.packtpub.com/books/info/authors/jan-van-zoggel
Edwin Biemond ,"Edwin Biemond is an Oracle ACE and solution architect at Amis, specializing in messaging with Oracle SOA Suite and Oracle Service Bus, expert i...",https://www.packtpub.com/books/info/authors/edwin-biemond
Zeeshan Chawdhary,"Zeeshan Chawdhary has over 8 years of experience in the web, mobile, and location-based services space. With a career spanning from developing ...",https://www.packtpub.com/books/info/authors/zeeshan-chawdhary
Devon Kraczla ,Devon Kraczla is an independent Game Developer. Having an artistic background Devon came to the gaming industry to explore new ways to surprise...,https://www.packtpub.com/books/info/authors/devon-kraczla
Michael Hartlef ,"Being into game development for a long long time, Michael Hartlef started in 1984 at the early age of 18 with this great hobby called developin...",https://www.packtpub.com/books/info/authors/michael-hartlef
Daven Bigelow,"Jayjay is a hobby game developer and software programmer. He has been creating 2D games for over eight years, across different game creation to...",https://www.packtpub.com/books/info/authors/daven-bigelow
