craft,"When you craft an object, it means that you make the object by hand."
crafted,The past tense and past participle of craft.
cram,"When you cram, you study a lot in a very short period of time."
cramp,A cramp is a painful contraction of the muscle that cannot be controlled.
crane,A crane is a kind of bird that has a long neck and legs.
crash,A crash is something that happens between things. Something that comes together.
crate,"crate (plural crates)
A large open box or basket, used especially to transport fragile goods.
(slang) A decrepit old motor vehicle, spaceship, etc.2010, Gillian Coleby, Knocking on the Moonlit Door (page 99)I will make this box of electronics and computer chips fly like no other spaceship has ever flown. Mission Control wanted to see what this crate could do.
2010, Gillian Coleby, Knocking on the Moonlit Door (page 99)I will make this box of electronics and computer chips fly like no other spaceship has ever flown. Mission Control wanted to see what this crate could do."
crave,
crawl,"The way an animal or baby might walk. If something crawls, it walks on four or more legs. For a person, this means using the hands and arms like legs."
crawled,The past tense and past participle of crawl.
crawling,The present participle of crawl.
crazy,If you are crazy you do not think or act normally. A crazy person might do very strange thing or believe things that everyone knows are not true.
creak,A type of sound. The sound of a door with rusty hinges is a creak.
creaks,The plural form of creak; more than one creak.
cream,Cream is the fatty part of milk.
create,"If you create something, you make it. Usually, it's something that nobody has made before."
creating,The present participle of create.
creative,"If you are creative you are good at making things that no one have made before. Also, it could mean you are good at thinking of things no one has thought of before."
credit,Credit is an agreement to buy something and pay later.
creek,A creek is a kind of waterway. It is like a small river.
creep,When an animal moves with its belly close to the ground.
crept,The past tense and past participle of creep.
Crete,
crew,"A group of people working together to operate something such as a ship, factory, airplane, etc."
crib,A crib is a bed for babies or young children.
crime,A crime is an act that is against the law and for which you can go to jail.
crimes,The plural form of crime; more than one crime.
crisp,"If something is crisp, it breaks easily and makes a cracking or snapping sound when you break or bite it."
critic,"A critic is someone whose job is to judge and report about the quality of something such as books, movies, wine, restaurants, etc."
croak,"croak (plural croaks)
A faint, harsh sound made in the throat.
The cry of a frog or toad. (see also ribbit)
The harsh cry of various birds, such as the raven or corncrake, or other creatures."
crook,"A crook is a person who steals things, lies, cheats, or does other things which are against the law; they are a criminal."
crop,A plant that is grown on a farm.
crops,The plural form of crop; more than one crop.
cross,"If you cross something, you go from one side of it to the other side."
crossfire,"crossfire (countable and uncountable, plural crossfires)
(military) lines of fire from multiple positions that cross in a small region
(by extension) a heated confrontation between opposing factions"
crotch,"crotch (plural crotches)
The area where something forks or branches, a ramification takes place.There is a child sitting in a crotch of that tree.
The ventral area (very bottom) of the human body between where the legs fork from the torso, in the area of the genitals.Every mile they rode their crotches felt worse saddlepain.
(slang, euphemistic) Either the male or female genitalia.He cringed at being kicked in the crotch.
(billiards) In the three-ball carom game, a small space at each corner of the table."
crouch,"crouch (plural crouches)
(obsolete) A cross."
crowd,A crowd is a lot of people in one place together.
crows,The plural form of crow; more than one crow.
crud,Crud is something dirty; dirt.
crude,"When an object is crude, it is natural or raw."
cruel,"Someone who is cruel is mean. They hurt other people and don't care, or they like hurting other people."
cruelty,
cruise,"A cruise is a journey on water, usually taken for pleasure."
crunch,"If you crunch something, you crush it between your teeth and it makes a breaking noise."
crush,To damage something by flattening it.
crutch,"crutch (plural crutches)
A device to assist in motion as a cane, especially one that provides support under the arm to reduce weight on a leg.He walked on crutches for a month until the cast was removed from his leg.ShakespeareI'll lean upon one crutch, and fight with the other.
ShakespeareI'll lean upon one crutch, and fight with the other.
Something that supports, often used negatively to indicate that it is not needed and causes an unhealthful dependency; a propAlcohol became a crutch to help him through the long nights; eventually it killed him.H. SmithRhyme is a crutch that lifts the weak alone.
H. SmithRhyme is a crutch that lifts the weak alone.
A crotch; the area of body where the legs fork from the trunk.
A form of pommel for a woman's saddle, consisting of a forked rest to hold the leg of the rider.
(nautical) A knee, or piece of knee timber.
(nautical) A forked stanchion or post; a crotch.
(heraldry) A type of cross formed from two ""C""s joined back-to-back"
cry,"To shed tears; to let water come from your eyes, usually while making a sound, usually when you feel sad.

Synonyms: shed tears, sob, bawl, weep and tear up"
cryptic,"cryptic (comparative more cryptic, superlative most cryptic)
Having hidden meaning.
Mystified or of an obscure nature.GlanvillHer [nature's] more cryptic ways of working.
GlanvillHer [nature's] more cryptic ways of working.
Involving use of code or cipher/cypher.
(zoology) Well camouflaged; having good camouflage.Lonomia caterpillars are extremely cryptic.
(biology) Apparently identical, but actually genetically distinct.cryptic species"
crystal,A crystal is a white gem.
crystallize,"crystallize (third-person singular simple present crystallizes, present participle crystallizing, simple past and past participle crystallized)
(transitive, chemistry, physics) to make something form into crystalsI crystallized the copper sulphate by slowly cooling a saturated solution.
(intransitive) to assume a crystalline formThe copper sulphate crystallized from solution.
(transitive) to give something a definite or precise formAfter some thought, I crystallized my ideas for the paper.
(intransitive) to take a definite formMy ideas crystallized overnight.
(transitive) to coat something with crystals, especially with sugarWe crystallized the fruit by coating in sugar."
crystals,The plural form of crystal; more than one crystal.
cub,"A cub is the baby of some animals like the bear, fox, wolf, and the lion."
cube,A cube is a shape that has six square faces of the same size.
cubic,
cucumber,A cucumber is a type of vine.
cuddle,"A cuddle is like a hug, but with more emotion."
cuff,"cuff (plural cuffs)
(obsolete) glove; mitten
the end of a shirt sleeve that covers the wrist
the end of a pants leg, folded up"
culprit,
cult,A cult is a group that practices coercion and brainwashing on its followers.
cup,"A cup is deep round container open at the top, normally used to drink out of.

Synonyms: glass and mug"
cupcakes,The plural form of cupcake; more than one cupcake.
cupful,"cupful (plural cupfuls or cupsful)
The amount necessary to make a cup fullAdd a cupful of milk to the sauce.
A half pint, i.e. eight ounces"
cups,The plural form of cup; more than one cup.
curb,A curb is a stone or concrete edging between a sidewalk and a road.
curl,"A curl is a piece or lock of curling hair.

Synonyms: arch and roll up"
currant,"currant (plural currants)
A small dried grape, usually the Black Corinth grape, rarely more than 4mm diameter when dried.
The fruit of various shrubs of the genus Ribes, white, black or red.
A shrub bearing such fruit."
current,Something that is current is up to date.
cuss,"If you cuss you say a word that is vulgar, insulting, or very impolite."
cussed,The past tense and past participle of cuss.
customer,A customer is a person who pays money for goods or services.
cut,"If you make something shorter or divide it in pieces, you cut it.

Synonyms: shorten, cut up, cut off, divide, slice and clip


Antonyms: lengthen, unite and paste together"
cute,"If someone or something is cute, it is attractive or pretty."
cuts,The third-person singular form of cut.
cynic,A cynic is a person who is sarcastic and has a negative attitude.
Cynthia,
Cypress,
d,The fourth letter of the alphabet.
dad,Another word for father.
daddy,"Another word for father, a male parent. This is usually used by children."
Dad's,
daily,used to describe something done every day.
Dale,
Dale's,
dam,"A dam is like a wall used to hold back water. Usually, this is to block a river."
damp,If something is damp it is somewhat wet.
Dan,
dance,"If you dance, you move your body to music."
dancing,The present participle of dance.
Daniel,
dank,"dank (third-person singular simple present danks, present participle danking, simple past and past participle danked)
(obsolete, intransitive) To moisten, dampen; used of mist, dew etc."
dark,"If something is dark, is has no light."
darling,"a kind of name to be used when you call a person, your husband, who you love."
darted,The past tense and past participle of dart.
dash,"On a computer keyboard, a dash is a horizontal bar that looks like ""-"" or ""—""."
date,A date is a particular day in a month or year.
dates,The plural form of date; more than one date.
daughter,A daughter is a female child of someone.
daunt,"daunt (third-person singular simple present daunts, present participle daunting, simple past and past participle daunted)
to discourage, intimidate
to overwhelm"
Dave,
Dave's,
Davey,
day,"A day is a measure of time.

24 hours
Seven days make one week
The time between midnight and the following midnight 
The time between sunrise and sunset, when it is daylight

Synonym: daytime


Antonyms: night and nighttime


The part of a day spent at work or school

Synonyms: workday and schoolday"
daylight,The light from the sun that is seen in the daytime.
days,The plural form of day; more than one day.
daze,"daze (plural dazes)
The state of being dazedHe was in a daze.
(mining) A glittering stone."
dead,Not alive.
dean,
Deanna,
dear,Dear is something that is precious or greatly valued to someone. They love the thing or the person.
death,The end of life and existence.
Deb,
debate,A debate is an exchange of ideas looking at different sides of an issue.
Debby,
decade,A decade is a period of 10 years.
decal,"decal (plural decals)
A design or picture produced in order to be transferred to another surface either permanently or temporarily.
(US) A decorative sticker.1971 John Prine, Your Flag Decal Won't Get You Into Heaven AnymoreBut your flag decal won't get you Into Heaven any more. / They're already overcrowded From your dirty little war.
1971 John Prine, Your Flag Decal Won't Get You Into Heaven AnymoreBut your flag decal won't get you Into Heaven any more. / They're already overcrowded From your dirty little war.
But your flag decal won't get you Into Heaven any more. / They're already overcrowded From your dirty little war."
decides,The third-person singular form of decide.
deck,A deck is the floor of a ship.
decode,"decode (third-person singular simple present decodes, present participle decoding, simple past and past participle decoded)
To convert from an encrypted form to plain text.The cryptographer decoded the secret message and sent the result to the officer.
To figure out something difficult to interpret.I finally managed to decode the nearly illegible doctor's prescription."
deduct,To deduct is to take one thing away from another; to make smaller; often dealing with money.
deed,A deed is an action that is done; sometimes it is brave and important
deep,A hole or body of water is deep if it goes down a long way.
deeply,"deeply (comparative deeplier or more deeply, superlative deepliest or most deeply)
At depth, in a deep way.
To a deep extent.
profoundly"
defend,To remove an attacker; to protect your things and/or allies.
defensive,
deferment,"A deferment is the arrangement for something to happen at a later time than originally planned.

Synonym: postponement"
definitely,Something that will definitely happen will happen without doubt or with great chances of occurring.
deft,"deft (comparative defter, superlative deftest)
Quick and neat in action; skillful.He assembled it in one fluid, deft motion."
defy,"When you defy someone, you refuse to do what he or she wants you to do."
delight,Delight is the feeling of being very happy.
delinquent,"delinquent (comparative more delinquent, superlative most delinquent)
Late or failing to pay a debt or other financial obligation, like a mortgage or loan.Fred is delinquent in making his car payment.The company made a new effort to collect delinquent payments.
Failing in or neglectful of a duty or obligation; guilty of a misdeed or offense"
delta,
delve,
democrat,A democrat is someone who supports democracy.
demolish,To destroy; to destruct
demonstrate,"If you demonstrate something, you show that it is true or that it exists."
den,
denial,
Dennis,
dent,A dent is a depression in a surface such as from a blow.
dentist,A doctor who specializes in teeth.
deny,"If you deny something, you say it didn't happen or isn't true."
department,"A department is a part of a business, school, hospital or other institution that has a particular job."
depends,The third-person singular form of depend.
deposit,"If you deposit something, you put it down in a place."
design,Design is how something looks and works.
designs,The plural form of design; more than one design.
desk,"A desk is a table for studying and writing, usually with drawers."
destroy,"If you destroy something, you break it or make it not exist anymore.

Synonyms: break, smash, tear-up and crush


Antonyms: make, create, fix and repair"
destroyer,Someone or something that destroys.
detest,"If you 'detest; something, you dislike it."
detests,The third-person singular form of detest.
deuce,"deuce (plural deuces)
(card games) A card with two spots, one of four in a standard deck of playing cards.
(dice games) A side of a die with two spots.
(dice games) A cast of dice totalling two.
The number two.
(tennis) A tie in which one player can win by scoring two consecutive points.
(baseball) A curveball.
A '32 Ford.1978, Mayall, Joe. ""Driving Impression: Reproduction Deuce Hiboy"", in Rod Action, p.26
1978, Mayall, Joe. ""Driving Impression: Reproduction Deuce Hiboy"", in Rod Action, p.26
(in the plural) 2-barrel (twin choke) carburetors (in the phrase 3 deuces: an arrangement on a common intake manifold).
(restaurants) A table seating two diners.
(slang) A piece of excrement."
diary,A diary is a journal that some people keep to write down what has happened on days during their lives.
dice,The plural form of die; more than one die.
Dick,
did,The past tense of do.
die,"If a person or animal dies, it stops living."
difficult,"When something is difficult, it is not easy."
diffuse,"diffuse (third-person singular simple present diffuses, present participle diffusing, simple past and past participle diffused)
(transitive) To spread over or through as in air, water, or other matter, especially by fluid motion or passive means.WhewellWe find this knowledge diffused among all civilized nations.
WhewellWe find this knowledge diffused among all civilized nations.
(intransitive) To be spread over or through as in air, water, or other matter, especially by fluid motion or passive means.Food coloring diffuses in water.The riot diffused quite suddenly."
dig,"If you dig a hole, you make it bigger by removing material, usually using a shovel or your hands."
digs,The third-person singular form of dig.
dilemma,"dilemma (plural dilemmas or dilemmata)
A circumstance in which a choice must be made between two or more alternatives that seem equally undesirable.Jonathan SwiftA strong dilemma in a desperate case! / To act with infamy, or quit the place.
Jonathan SwiftA strong dilemma in a desperate case! / To act with infamy, or quit the place.
A difficult circumstance or problem.
(logic) A type of syllogism of the form ""if A is true then B is true; if C is true then D is true; either A or C is true; therefore either B or D is true"".
(rhetoric) Offering to an opponent a choice between two (equally unfavorable) alternatives."
dim,"If a thing is dim, it is not bright."
dime,", ;  A dime is a metal coin that is worth ten cents."
dimes,The plural form of dime; more than one dime.
dimple,
dine,"If you dine, then you eat dinner."
dinner,"Dinner is the largest meal of the day, usually eaten in the evening."
dip,To dip is an act when something is placed into water.
Dirk,
dirt,"Dirt is what the ground  is made of.

Synonyms: soil and earth"
disappear,"If something disappears, it becomes impossible to see."
disconnect,
discount,"If you discount something, you lower its price."
discredit,"discredit (third-person singular simple present discredits, present participle discrediting, simple past and past participle discredited)
(transitive) To harm the good reputation of a person; to cause an idea or piece of evidence to seem false or unreliable.The candidate tried to discredit his opponent.The evidence would tend to discredit such a theory."
discuss,To talk about something.
discussed,The past tense and past participle of discuss.
dish,Dishes are the flat round holder for food that we usually put on the table and eat off of.
dishes,The plural form of dish; more than one dish.
disk,"An object that is thin, flat, and circular."
dislike,"To dislike something is to not be attracted to it, to want to keep away from it, to find it unpleasant."
dislikes,The third-person singular form of dislike.
dismiss,"When you dismiss someone from a company, you fire and end the employment of the person, causing the person to become unemployed.

Synonyms: fire and sack"
dispose,"If you dispose something, it means that you throw away that thing.

Synonym: throw away"
dispute,"A dispute is an argument or disagreement which continues over a period of time. A dispute may escalate into violence, or it may be a long verbal and legal struggle."
disrespect,"If you disrespect someone or something, you do not give respect to that someone or something."
disruptive,
distinctive,Distinctive is something that's noticeable because it's different.
distracted,The past tense and past participle of distract.
distracts,The third-person singular form of distract.
distressed,The past tense and past participle of distress.
distribute,"When you distribute something, you divide it and give it out."
district,A district is an area of land that shares certain characteristics.
disturb,"If you disturb someone, you stop them from doing something, often by talking to them or making noise."
disturbing,The present participle of disturb.
ditch,"A trench; a long, shallow hole that is used for irrigation or drainage."
dive,"When you dive, you go under the water, usually jumping head first."
dives,The third-person singular form of dive.
do,"Do is an auxiliary verb. It is used in questions, negative statements, short answers, and for emphasis when there is no other auxiliary.

Questions


Short answer

""Yes, he does.""
""No, I don't.""


Negative statements

They don't live here. [don't = do not]
We do not want to fight.
Jared did not tell me he had such a pretty sister.


Emphasis 

You think I don't have a brother, but I do!
She does enjoy swimming in the pool."
doc,"Doc is an abbreviation of the word ""doctor""."
dock,A dock is solid a place for boats and other vehicles to connect to.
docks,The plural form of dock; more than one dock.
doctor,"A person who helps people who are sick, and looks after their health.

Synonyms: medic and healer"
doctors,The plural form of doctor; more than one doctor.
dodge,To dodge is to move quickly to avoid being hit.
does,The third-person singular form of do.
dog,"A dog is a domestic mammal, related to wolves and foxes, that is often kept as a pet.

Synonym: puppy"
dogs,The plural form of dog; more than one dog.
dog's,
doing,The present participle of do.
doll,A doll is a small model of a person. Dolls are often used as toys for children .
dollar,"The dollar is the main unit of money in the United States, Canada, and other countries including Australia, the Bahamas, Barbados, Belize, Bermuda, Fiji, Guyana, Hong Kong, Jamaica, Liberia, New Zealand, Singapore, the Solomon Islands, Trinidad and Tobago, and Zimbabwe. It is usually equal to 100 cents."
dolphin,"An animal that lives in water, usually colored gray."
dolphins,The plural form of dolphin; more than one dolphin.
Don,
done,The past participle of do.
donkey,An animal that is like a small horse with long ears. Donkeys are often used to carry things for people.
Donna,
doodle,
doom,"Doom is death, destruction, or tragedy."
door,A piece of a wall that can be opened  or closed . Some doors are on hinges; others slide.
dorm,"A dorm is short for a dormitory, a place where students and soldiers often live and sleep."
Dot,
dove,"A dove is a pigeon, especially one smaller in size; they are often shown in art as being white."
down,"Toward the earth, away from the sky."
dozen,A dozen is 12 of something.
Dr.,
drab,
drag,"If you drag something, you pull it, usually with difficulty."
dragnet,
drain,"A drain is a hole, sometimes in the bottom of a basin, to let water flow out, and a pipe attached to the hole."
drained,The past tense and past participle of drain.
dram,
drank,The past tense of drink.
drape,"drape (plural drapes)
(Britain) A curtain; a drapery.
(textiles) The way in which fabric falls or hangs.
(US) See drapes. (Can we add an example for this sense?)
(US) A member of a youth subculture distinguished by its sharp dress, especially peg-leg pants (1950s: e.g. Baltimore, MD). Antonym: square
A dress made from an entire piece of cloth, without having pieces cut away as in a fitted garment."
drapes,"drapes
(plural only) Heavy cloth hung over a window.
(especially Britain) plural of drape"
drastic,"Something is drastic, if it is serious, severe and violent.

Synonym: extreme"
drawback,"drawback (plural drawbacks)
A disadvantage; something that detracts or takes away.Poor fuel economy is a common drawback among larger vehicles.
A partial refund of an import fee, as when goods are re-exported from the country that collected the fee."
drawl,
drawn,The past participle of draw.
dread,To dread is to fear greatly.
dreadful,Something dreadful is something very bad.
dreading,The present participle of dread.
dreamed,The past tense and past participle of dream.
dreamy,"dreamy (comparative dreamier, superlative dreamiest)
As in a dream; resembling a dream.
(colloquial) sexy; handsome; attractiveI love the doctor in that American TV show: he is so dreamy!
having a pleasant or romantic atmosphere(Can we add an example for this sense?)"
drench,"drench (plural drenches)
A draught administered to an animal.William ShakespeareGive my roan horse a drench.
William ShakespeareGive my roan horse a drench.
(obsolete) A drink; a draught; specifically, a potion of medicine poured or forced down the throat; also, a potion that causes purging.John DrydenA drench of wine has with success been us'd,And through a horn the gen'rous juice infus'd,Which, timely taken, op'd his closing jaws,But, if too late, the patient's death did cause.Mark Twain, Christian Science and the Book of Mrs. EddyI took up the 'Christian Scientist' book and read half of it, then took a dipperful of drench and read the other half.
John DrydenA drench of wine has with success been us'd,And through a horn the gen'rous juice infus'd,Which, timely taken, op'd his closing jaws,But, if too late, the patient's death did cause.
Mark Twain, Christian Science and the Book of Mrs. EddyI took up the 'Christian Scientist' book and read half of it, then took a dipperful of drench and read the other half."
dress,A dress is a loose cloth covering a woman's body. The lower part is like a skirt. The top part is like a shirt.
dressed,The past tense and past participle of dress.
dresses,The plural form of dress; more than one dress.
Drew,
dribbles,The third-person singular form of dribble.
drill,A drill is an object used to dig a hole.
drilled,The past tense and past participle of drill.
drink,"A drink is a liquid that you take in through your mouth.

Synonym: beverage"
drinking,The present participle of drink.
drinks,The plural form of drink; more than one drink.
drip,A drip is a small amount of water.
drive,"If you drive a car or other vehicle, you control its movements."
driveway,A driveway is a very short road leading to a house or garage. It is where cars are often parked at home.
drizzle,Drizzle means light rain.
drizzles,The plural form of drizzle; more than one drizzle.
drop,A very small amount of a liquid.
drops,The plural form of drop; more than one drop.
drought,A drought is when there is less water in an area than normal.
drove,The past tense of drive.
drowsy,"drowsy (comparative drowsier, superlative drowsiest)
Inclined to drowse; heavy with sleepinessI was feeling drowsy and so decided to make a cup of coffee to try to wake myself up.Synonyms: lethargic, dozy
Causing someone to fall sleep or feel sleepy; lulling; soporific.It was a warm, drowsy summer afternoon.drowsy medicine
boringdrowsy book
Dull; stupid."
drug,"Drugs are substances such as alcohol, cocaine, or aspirin, that people take to make changes in their body."
drum,A drum is a musical instrument with a skin that you hit to make music.
drunk,"If someone is drunk, they have taken in too much alcohol."
dry,"If something is dry, it has no water or liquid on it.

Antonym: wet"
dub,
Dublin,
duck,"A duck is a bird that swims and says ""quack!"". It has a flat bill and webbed feet."
ducks,The plural form of duck; more than one duck.
duct,
dud,"dud (plural duds)
(informal) A device or machine that is useless because it does not work properly or has failed to work, such as a bomb, or explosive projectile.
(informal) A failure of any kind.2014, A teacher, ""Choosing a primary school: a teacher's guide for parents"", The Guardian, 23 September 2014:At the end of the day, the vast majority of primary schools are vibrant, friendly places and you may struggle to choose one because they all seem so great. Primary schools tend to have the feelgood factor. If you just aren't feeling it, this one's probably a dud.
2014, A teacher, ""Choosing a primary school: a teacher's guide for parents"", The Guardian, 23 September 2014:At the end of the day, the vast majority of primary schools are vibrant, friendly places and you may struggle to choose one because they all seem so great. Primary schools tend to have the feelgood factor. If you just aren't feeling it, this one's probably a dud.
A lottery ticket that does not give a payout.
(obsolete) Clothes, now always used in plural form duds.
A loser, an unlucky person"
dude,A dude is a male person.
due,"If something is due, it should happen at a particular time."
dueling,"dueling
present participle of duel"
duff,"duff (plural duffs)
(dialectal) Dough.
A stiff flour pudding, often with dried fruit, boiled in a cloth bag, or steamed.1901, Henry Lawson, short story The Ghosts of Many Christmases, published in Children of the Bush [1]:The storekeeper had sent them an unbroken case of canned plum pudding, and probably by this time he was wondering what had become of that blanky case of duff.
1901, Henry Lawson, short story The Ghosts of Many Christmases, published in Children of the Bush [1]:The storekeeper had sent them an unbroken case of canned plum pudding, and probably by this time he was wondering what had become of that blanky case of duff."
dug,"The past tense and past participle of dig.

Antonym: undug"
duke,A duke is the husband of a duchess and the male ruler of a duchy.
dull,A dull object is not sharp.
dumb,Not able to speak. If someone is dumb they can not say anything.
dump,"If you dump something, you get rid of it."
dumped,The past tense and past participle of dump.
dune,A dune is a hill of sand that was piled up by the wind.
dunk,"dunk (third-person singular simple present dunks, present participle dunking, simple past and past participle dunked)
To submerge briefly in a liquid.I like to dunk my donut in my coffee.
To set down carelessly.Parents shouldn't just dunk their kids in front of the TV.
(transitive, intransitive, basketball) To put the ball directly downward through the hoop while grabbing onto the rim with power.The center spun quickly and dunked the ball with authority."
duplex,"duplex (not comparable)
Double, made up of two parts.
(telecommunications) Bidirectional (in two directions).duplex telegraphy"
dusk,Dusk is the time of the day just before the sun sets.
dust,Dust is a thin powder that can be seen in the air or on a surface.
dutch,Dutch is another word for wife.
duty,A duty is something that you should do.
each,all or every one in a group separately
ear,A part of the head  used for hearing.
Earl,
early,"If something is early, it is sooner than expected.

Synonym: premature


Antonym: late"
earn,If you earn something you get it by working or doing something.
earnest,"If someone is earnest, they are serious and truly believe in what they say or do."
earth,"Some soil.

Synonyms: dirt, ground and soil"
earthenware,"earthenware (countable and uncountable, plural earthenwares)
(ceramics) An opaque, semi-porous ceramic made from clay and other compounds."
earthquakes,The plural form of earthquake; more than one earthquake.
east,The east is a place that is closer to where the sun rises than another place.
eat,"If you eat something, usually food, you put it in your mouth, chew it, and swallow it."
eaten,The past participle of eat.
eating,The present participle of eat.
economic,"About or relating to the economy, business, money, etc."
economize,"economize (third-person singular simple present economizes, present participle economizing, simple past and past participle economized)
(intransitive) To practice being economical (by using things sparingly or in moderation, and by avoiding waste or extravagance).
(transitive) To use frugally."
economy,The economy is the use of the resources of a community or system.
Ed,
edge,The boundary of a surface.
edits,The plural form of edit; more than one edit.
educate,"When you educate someone, you instruct them; teach; train.

Synonyms: instruct and teach"
educator,"An educator is a person who educates other people, that is, a teacher."
educator's,
eek,"eek!
(onomatopoeia) Representing a scream or shriek (especially in comic strips and books).Eek! There is a mouse in the bathtub!
(onomatopoeia) Expressing (sometimes mock) fear or surprise.I almost got fired from my job yesterday. Eek!
(onomatopoeia) Representing the shrill vocal sound of a mouse, rat, or monkey."
eels,
effective,"An effective strategy, treatment, method, etc is one that works well as planned.

Synonyms: useful, successful and helpful


Antonym: ineffective"
egg,"An egg is a common food that is ball-shaped and can have a baby animal inside, such as a chicken, a fish, a snake, etc."
eggs,The plural form of egg; more than one egg.
eight,The number eight is one more than seven and one less than nine.
eighteen,Eighteen is the number that is after seventeen and before nineteen. It can also be written as 18.
eighteenth,"eighteenth
The ordinal form of the number eighteen."
eightieth,"eightieth (not comparable)
The ordinal form of the number eighty."
eighty,Eighty is the number 80.
Eileen,
Eileen's,
either,Any one out of two options.
elastic,Something is elastic if it can stretch or bend and go back to the way it was.
electric,"If a machine is electric, it uses electricity."
eleven,Eleven is the number that is after ten and before twelve. It can also be written as 11.
elf,An elf is a small imaginary creature of folk tales with pointed ears.
Elizabeth,
Ellen,
elm,"elm (countable and uncountable, plural elms)
(countable) A tree of the genus Ulmus of the family Ulmaceae, large deciduous trees with alternate stipulate leaves and small apetalous flowers.1879, Richard Jefferies, The Amateur Poacher, chapter1:It was not far from the house; but the ground sank into a depression there, and the ridge of it behind shut out everything except just the roof of the tallest hayrick. As one sat on the sward behind the elm, with the back turned on the rick and nothing in front but the tall elms and the oaks in the other hedge, it was quite easy to fancy it the verge of the prairie with the backwoods close by.
1879, Richard Jefferies, The Amateur Poacher, chapter1:It was not far from the house; but the ground sank into a depression there, and the ridge of it behind shut out everything except just the roof of the tallest hayrick. As one sat on the sward behind the elm, with the back turned on the rick and nothing in front but the tall elms and the oaks in the other hedge, it was quite easy to fancy it the verge of the prairie with the backwoods close by.
(uncountable, usually attributive) Wood from an elm tree."
else,You use else to show that something is not the same one as another thing.
embankment,"embankment (plural embankments)
a long artificial mound of earth and stone, built to hold back water, for protection or to support a road"
embassy,The official office and living area of one country in another country. Such as an ambassador.
emblem,"An emblem is a symbol or logo that represents an individual, group, or organization."
Emilie,
Emma,
employ,"If you employ someone, you pay them to do a job."
employer,"An employer is a person or company that pays people to do jobs.

Synonym: boss


Antonym: employee"
employment,Employment is having a job.
empty,"If something is empty, it has nothing inside it."
enclose,"When you enclose something, you force it into a certain area and keep it there.

Synonyms: surround and trap"
end,To put a stop to something.
endlessly,"endlessly (comparative more endlessly, superlative most endlessly)
in an endless manner; continuously without limit"
ends,The third-person singular form of end.
enemy,"If someone is your enemy that person is against you, or does not like you."
England,
engrave,
enjoy,"If you enjoy something, it gives you joy, happiness and pleasure."
enjoyable,"enjoyable (comparative more enjoyable, superlative most enjoyable)
Pleasant, capable of giving pleasure.That was an enjoyable day; I had a lot of fun."
enjoys,The third-person singular form of enjoy.
enough,Having what is needed.
entering,The present participle of enter.
enters,The third-person singular form of enter.
entire,"The entire thing is the whole thing, every part of it; used for emphasis."
entirely,"Entirely refers to the full extent of doing something. It is another word for totally or completely.

Synonyms: completely and totally"
entrap,"entrap (third-person singular simple present entraps, present participle entrapping, simple past and past participle entrapped)
(transitive) To catch something in a trap or snare.
(transitive) To lure someone, either into a dangerous situation, or into performing an illegal act."
entrust,"entrust (third-person singular simple present entrusts, present participle entrusting, simple past and past participle entrusted)
(transitive) To trust to the care of.Can I entrust you with a secret?He entrusted me his daughter.He entrusts that task to her."
entrusts,
equal,"The same in shape, size, or number."
equality,The state of being equal.
equipment,Your equipment is the things that you use to do a job or sport.
errand,An errand is a short journey to buy or deliver something.
errands,The plural form of errand; more than one errand.
erratic,"erratic (comparative more erratic, superlative most erratic)
unsteady, random; prone to unexpected changes; not consistentHenry has been getting erratic scores on his tests: 40% last week, but 98% this week.
Deviating from the common course in opinion or conduct; eccentric; odd.erratic conduct"
escape,If you escape something  you get away from it.
escort,A group of men  to protect a famous person; a guard.
establish,"If you establish something, you start it with the idea that it will last for a long time."
etch,"etch (third-person singular simple present etches, present participle etching, simple past and past participle etched)
To cut into a surface with an acid or other corrosive substance in order to make a pattern. Best known as a technique for creating printing plates, but also used for decoration on metal, and, in modern industry, to make circuit boards.
To engrave a surface.
(figuratively) To make a lasting impression.The memory of 9/11 is etched into my mind.
To sketch; to delineate.John LockeThere are many empty terms to be found in some learned writers, to which they had recourse to etch out their system.
John LockeThere are many empty terms to be found in some learned writers, to which they had recourse to etch out their system."
ethic,An ethic is a rule or idea that tells you something is good or bad.
Europe,
evaluate,"If you evaluate someone or something, you judge it.

Synonym: assess"
exam,"An exam is a formal test, usually important and often at the end of a course."
except,Not including.
exclude,"If you exclude someone or something, you keep them out."
exempt,"exempt (not comparable)
Free from a duty or obligation.In their country all women are exempt from military service.His income is so small that it is exempt from tax.Dryden'Tis laid on all, not any one exempt.
Dryden'Tis laid on all, not any one exempt.
(of an employee or his position) Not entitled to overtime pay when working overtime.
(obsolete) Cut off; set apart.Shakespearecorrupted, and exempt from ancient gentry
Shakespearecorrupted, and exempt from ancient gentry
(obsolete) Extraordinary; exceptional.(Can we find and add a quotation of Chapman to this entry?)"
exhale,"If you exhale, you push air out of your mouth.

Synonym: expire


Antonyms: inhale and inspire"
exit,"If you exit you leave, you go to another place."
expand,"If something expands, it becomes bigger.

Synonym: grow


Antonym: contract"
expands,The third-person singular form of expand.
expect,When you expect something you anticipate it.
expected,The past tense and past participle of expect.
expects,The third-person singular form of expect.
expensive,Something that is expensive costs a lot of money to buy or takes a lot of effort to get.
exploit,"If you exploit someone or something, then you are taking advantage of it in a harmful way. Mostly, you exploit when you don't pay someone enough for their hard work."
